beta,w0,wa,fs8_ratio,chi2,phantom
0.0,-1.075,-0.387,1.0122494611825983,39.897054036458336,True
0.0,-1.075,-0.325,1.0114034298172547,42.906668526785715,True
0.0,-1.075,-0.262,1.0105383069029708,46.2795875186012,True
0.0,-1.075,-0.2,1.0096532025715586,50.015811011904766,True
0.0,-1.075,-0.137,1.008747159243584,54.11533900669644,True
0.0,-1.075,-0.075,1.0078191461170125,58.578171502976204,True
0.0,-1.075,-0.012,1.0068680493639022,63.40430850074406,True
0.0,-1.075,0.05,1.0058926627596856,68.59375000000001,True
0.0,-1.075,0.113,1.0048916779879127,74.14649600074407,True
0.0,-1.075,0.175,1.0038636702284407,80.0625465029762,True
0.0,-1.075,0.238,1.0028070855804154,86.34190150669644,True
0.0,-1.075,0.3,1.0017202210653573,92.98456101190479,True
0.0,-1.05,-1.2,1.0201252973426542,28.79185267857143,True
0.0,-1.05,-1.138,1.0194496563136324,26.845993768601193,True
0.0,-1.05,-1.075,1.0187619996544386,25.263439360119055,True
0.0,-1.05,-1.012,1.0180619027126097,24.044189453125007,True
0.0,-1.05,-0.95,1.0173489170450498,23.188244047619058,True
0.0,-1.05,-0.888,1.0166225687513353,22.6956031436012,True
0.0,-1.05,-0.825,1.0158823563510246,22.56626674107144,True
0.0,-1.05,-0.762,1.0151277487145833,22.800234840029777,True
0.0,-1.05,-0.7,1.0143581822046763,23.397507440476208,True
0.0,-1.05,-0.638,1.0135730585202825,24.358084542410733,True
0.0,-1.05,-0.575,1.0127717409262476,25.681966145833353,True
0.0,-1.05,-0.512,1.0119535513167923,27.36915225074407,True
0.0,-1.05,-0.45,1.011117766328758,29.419642857142883,True
0.0,-1.05,-0.387,1.0102636128668325,31.83343796502979,True
0.0,-1.05,-0.325,1.0093902632833969,34.610537574404795,True
0.0,-1.05,-0.262,1.008496830159378,37.75094168526789,True
0.0,-1.05,-0.2,1.0075823600949065,41.25465029761908,True
0.0,-1.05,-0.137,1.0066458261091762,45.12166341145837,True
0.0,-1.05,-0.075,1.0056861205081489,49.35198102678575,True
0.0,-1.05,-0.012,1.0047020451506201,53.94560314360123,True
0.0,-1.05,0.05,1.003692301110549,58.90252976190481,True
0.0,-1.05,0.113,1.002655476208217,64.22276088169647,True
0.0,-1.05,0.175,1.001590031489507,69.90629650297625,True
0.0,-1.05,0.238,1.0004942834143746,75.9531366257441,True
0.0,-1.05,0.3,0.9993663857136591,82.36328125000006,True
0.0,-1.025,-1.2,1.0183931109756135,24.680989583333314,True
0.0,-1.025,-1.138,1.0176984507863518,22.502615792410698,True
0.0,-1.025,-1.075,1.0169912480080996,20.687546502976172,True
0.0,-1.025,-1.012,1.0162710527434808,19.235781715029745,True
0.0,-1.025,-0.95,1.0155373898246667,18.147321428571413,True
0.0,-1.025,-0.888,1.0147897566315036,17.422165643601176,True
0.0,-1.025,-0.825,1.0140276209414236,17.060314360119033,True
0.0,-1.025,-0.762,1.0132504185091227,17.061767578124982,True
0.0,-1.025,-0.7,1.0124575502045055,17.426525297619033,True
0.0,-1.025,-0.638,1.0116483792089073,18.154587518601176,True
0.0,-1.025,-0.575,1.0108222275043979,19.245954241071416,True
0.0,-1.025,-0.512,1.009978372093123,20.700625465029752,True
0.0,-1.025,-0.45,1.0091160410322113,22.51860119047618,True
0.0,-1.025,-0.387,1.0082344083975632,24.6998814174107,True
0.0,-1.025,-0.325,1.007332589057413,27.244466145833325,True
0.0,-1.025,-0.262,1.0064096327982328,30.15235537574404,True
0.0,-1.025,-0.2,1.0054645175371584,33.423549107142854,True
0.0,-1.025,-0.137,1.0044961408642443,37.05804734002976,True
0.0,-1.025,-0.075,1.003503311971975,41.05585007440475,True
0.0,-1.025,-0.012,1.0024847416184068,45.416957310267854,True
0.0,-1.025,0.05,1.0014390289198893,50.141369047619044,True
0.0,-1.025,0.113,1.0003646494458869,55.229085286458336,True
0.0,-1.025,0.175,0.9992599381014509,60.680106026785715,True
0.0,-1.025,0.238,0.9981230705632583,66.49443126860119,True
0.0,-1.025,0.3,0.9969520426344666,72.67206101190476,True
0.0,-1.0,-1.2,1.0166277027818305,21.500186011904752,False
0.0,-1.0,-1.138,1.0159133455087161,19.089297340029756,False
0.0,-1.0,-1.075,1.0151858915312053,17.04171316964285,False
0.0,-1.0,-1.012,1.0144448643975446,15.357433500744044,False
0.0,-1.0,-0.95,1.0136897603339303,14.036458333333332,False
0.0,-1.0,-0.888,1.0129200459910819,13.078787667410714,False
0.0,-1.0,-0.825,1.0121351563506022,12.484421502976192,False
0.0,-1.0,-0.762,1.011334491741172,12.253359840029763,False
0.0,-1.0,-0.7,1.010517414975404,12.385602678571432,False
0.0,-1.0,-0.638,1.009683248078873,12.881150018601193,False
0.0,-1.0,-0.575,1.008831268477977,13.740001860119053,False
0.0,-1.0,-0.512,1.007960705193689,14.962158203125007,False
0.0,-1.0,-0.45,1.0070707338796698,16.547619047619058,False
0.0,-1.0,-0.387,1.006160471642781,18.4963843936012,False
0.0,-1.0,-0.325,1.0052289714317095,20.80845424107144,False
0.0,-1.0,-0.262,1.0042752153199752,23.483828590029773,False
0.0,-1.0,-0.2,1.0032981064368058,26.522507440476204,False
0.0,-1.0,-0.137,1.0022964608567264,29.92449079241073,False
0.0,-1.0,-0.075,1.0012689983159972,33.68977864583335,False
0.0,-1.0,-0.012,1.0002143292721875,37.818371000744065,False
0.0,-1.0,0.05,0.9991309426238849,42.310267857142875,False
0.0,-1.0,0.113,0.9980171904741654,47.16546921502979,False
0.0,-1.0,0.175,0.9968712704736771,52.38397507440479,False
0.0,-1.0,0.238,0.995691204400062,57.96578543526788,False
0.0,-1.0,0.3,0.9944748133021486,63.91090029761908,False
0.0,-0.975,-1.2,1.0148281812848263,19.249441964285705,False
0.0,-0.975,-1.138,1.0140934199327813,16.606038411458325,False
0.0,-0.975,-1.075,1.0133449793953955,14.32593936011904,False
0.0,-0.975,-1.012,1.0125823547665158,12.40914481026785,False
0.0,-0.975,-0.95,1.0118050117617454,10.855654761904756,False
0.0,-0.975,-0.888,1.0110123842896834,9.665469215029757,False
0.0,-0.975,-0.825,1.0102038721821636,8.838588169642852,False
0.0,-0.975,-0.762,1.0093788378661515,8.375011625744046,False
0.0,-0.975,-0.7,1.0085366033462697,8.27473958333333,False
0.0,-0.975,-0.638,1.007676446526823,8.537772042410714,False
0.0,-0.975,-0.575,1.0067975971266097,9.16410900297619,False
0.0,-0.975,-0.512,1.0058992323280385,10.153750465029763,False
0.0,-0.975,-0.45,1.0049804714784991,11.50669642857143,False
0.0,-0.975,-0.387,1.004040370372189,13.222946893601193,False
0.0,-0.975,-0.325,1.0030779150228706,15.302501860119051,False
0.0,-0.975,-0.262,1.0020920139804963,17.745361328125004,False
0.0,-0.975,-0.2,1.0010814903692935,20.551525297619055,False
0.0,-0.975,-0.137,1.0000450714296247,23.7209937686012,False
0.0,-0.975,-0.075,0.9989813786956864,27.253766741071438,False
0.0,-0.975,-0.012,0.9978889143731772,31.149844215029773,False
0.0,-0.975,0.05,0.9967660471360645,35.409226190476204,False
0.0,-0.975,0.113,0.995610994661308,40.03191266741073,False
0.0,-0.975,0.175,0.9944218037485282,45.01790364583335,False
0.0,-0.975,0.238,0.9931963267497118,50.367199125744065,False
0.0,-0.975,0.3,0.9919321926589506,56.079799107142875,False
0.0,-0.95,-1.2,1.0129936252642004,17.928757440476183,False
0.0,-0.95,-1.138,1.0122377226816384,15.05283900669642,False
0.0,-0.95,-1.075,1.0114675283390049,12.540225074404756,False
0.0,-0.95,-1.012,1.0106825069672585,10.390915643601183,False
0.0,-0.95,-0.95,1.0098820916662785,8.604910714285708,False
0.0,-0.95,-0.888,1.0090656814843317,7.182210286458327,False
0.0,-0.95,-0.825,1.00823263851272,6.122814360119041,False
0.0,-0.95,-0.762,1.0073822846680407,5.426722935267851,False
0.0,-0.95,-0.7,1.0065138982270898,5.0939360119047565,False
0.0,-0.95,-0.638,1.0056267096462774,5.124453590029757,False
0.0,-0.95,-0.575,1.0047198974900227,5.518275669642854,False
0.0,-0.95,-0.512,1.003792583158251,6.275402250744045,False
0.0,-0.95,-0.45,1.0028438252827419,7.395833333333331,False
0.0,-0.95,-0.387,1.0018726136455167,8.879568917410714,False
0.0,-0.95,-0.325,1.0008778619559164,10.726609002976192,False
0.0,-0.95,-0.262,0.9998583991259967,12.936953590029763,False
0.0,-0.95,-0.2,0.9988129612430133,15.51060267857143,False
0.0,-0.95,-0.137,0.9977401797133492,18.447556268601193,False
0.0,-0.95,-0.075,0.9966385694628684,21.74781436011905,False
0.0,-0.95,-0.012,0.9955065146780279,25.411376953125004,False
0.0,-0.95,0.05,0.9943422522859333,29.438244047619055,False
0.0,-0.95,0.113,0.9931438533583588,33.8284156436012,False
0.0,-0.95,0.175,0.9919091989278005,38.58189174107144,False
0.0,-0.95,0.238,0.9906359555131773,43.698672340029766,False
0.0,-0.95,0.3,0.9893215410587525,49.178757440476204,False
0.0,-0.925,-1.2,1.011123082906882,17.538132440476186,False
0.0,-0.925,-1.138,1.0103452702488085,14.429699125744044,False
0.0,-0.925,-1.075,1.0095525214893004,11.684570312499996,False
0.0,-0.925,-1.012,1.008744268886958,9.302746000744044,False
0.0,-0.925,-0.95,1.007919910598232,7.284226190476189,False
0.0,-0.925,-0.888,1.007078808488018,5.629010881696428,False
0.0,-0.925,-0.825,1.00622028432679,4.337100074404763,False
0.0,-0.925,-0.762,1.005343616579906,3.408493768601193,False
0.0,-0.925,-0.7,1.0044480365920376,2.8431919642857175,False
0.0,-0.925,-0.638,1.0035327240459058,2.6411946614583375,False
0.0,-0.925,-0.575,1.0025968022994496,2.8025018601190532,False
0.0,-0.925,-0.512,1.0016393327895543,3.327113560267864,False
0.0,-0.925,-0.45,1.0006593088311668,4.215029761904771,False
0.0,-0.925,-0.387,0.9996556488129061,5.466250465029772,False
0.0,-0.925,-0.325,0.9986271882702555,7.080775669642868,False
0.0,-0.925,-0.262,0.9975726704450542,9.058605375744062,False
0.0,-0.925,-0.2,0.9964907365715295,11.399739583333348,False
0.0,-0.925,-0.137,0.9953799136994378,14.104178292410731,False
0.0,-0.925,-0.075,0.994238601044474,17.171921502976208,False
0.0,-0.925,-0.012,0.99306505409062,20.602969215029784,False
0.0,-0.925,0.05,0.9918573665387499,24.39732142857145,False
0.0,-0.925,0.113,0.9906134478201197,28.554978143601215,False
0.0,-0.925,0.175,0.9893309984694378,33.07593936011907,False
0.0,-0.925,0.238,0.9880074794991252,37.96020507812503,False
0.0,-0.925,0.3,0.986640076402033,43.20777529761908,False
0.0,-0.9,-1.2,1.0092155707295372,18.077566964285715,False
0.0,-0.9,-1.138,1.0084150460002248,14.73661876860119,False
0.0,-0.9,-1.075,1.007598907046973,11.758975074404761,False
0.0,-0.9,-1.012,1.0067665514486304,9.144635881696427,False
0.0,-0.9,-0.95,1.005917340411603,6.893601190476188,False
0.0,-0.9,-0.888,1.0050505955645128,5.005871000744045,False
0.0,-0.9,-0.825,1.0041655957342317,3.481445312499997,False
0.0,-0.9,-0.762,1.003261572831893,2.3203241257440443,False
0.0,-0.9,-0.7,1.002337707807484,1.522507440476187,False
0.0,-0.9,-0.638,1.0013931257026583,1.0879952566964248,False
0.0,-0.9,-0.575,1.0004268906453844,1.0167875744047579,False
0.0,-0.9,-0.512,0.999437999472735,1.3088843936011865,False
0.0,-0.9,-0.45,0.9984253750595499,1.9642857142857102,False
0.0,-0.9,-0.387,0.9973878587059806,2.9829915364583295,False
0.0,-0.9,-0.325,0.9963242014319748,4.365001860119044,False
0.0,-0.9,-0.262,0.9952330534624844,6.110316685267853,False
0.0,-0.9,-0.2,0.9941129532645736,8.218936011904757,False
0.0,-0.9,-0.137,0.9929623149683355,10.690859840029757,False
0.0,-0.9,-0.075,0.9917794114208448,13.526088169642854,False
0.0,-0.9,-0.012,0.9905623577802457,16.724621000744044,False
0.0,-0.9,0.05,0.989309090592692,20.286458333333332,False
0.0,-0.9,0.113,0.9880173427338664,24.21160016741071,False
0.0,-0.9,0.175,0.9866846163181054,28.50004650297619,False
0.0,-0.9,0.238,0.9853081465716329,33.15179734002976,False
0.0,-0.9,0.3,0.9838848622652603,38.16685267857143,False
0.0,-0.875,-1.2,1.0072700721921497,19.54706101190476,False
0.0,-0.875,-1.138,1.006445998649605,15.973597935267852,False
0.0,-0.875,-1.075,1.0056055970723266,12.763439360119046,False
0.0,-0.875,-1.012,1.0047482278795852,9.91658528645833,False
0.0,-0.875,-0.95,1.0038732128690535,7.433035714285712,False
0.0,-0.875,-0.888,1.0029798308599087,5.312790643601188,False
0.0,-0.875,-0.825,1.0020673143498378,3.55585007440476,False
0.0,-0.875,-0.762,1.0011348455479874,2.162214006696427,False
0.0,-0.875,-0.7,1.0001815511623695,1.1318824404761894,False
0.0,-0.875,-0.638,0.999206497772861,0.46485537574404706,False
0.0,-0.875,-0.575,0.998208685573649,0.16113281250000006,False
0.0,-0.875,-0.512,0.9971870418145862,0.22071475074404828,False
0.0,-0.875,-0.45,0.996140413429485,0.6436011904761918,False
0.0,-0.875,-0.387,0.9950675585352251,1.4297921316964306,False
0.0,-0.875,-0.325,0.993967136348738,2.5792875744047645,False
0.0,-0.875,-0.262,0.9928376964558303,4.092087518601194,False
0.0,-0.875,-0.2,0.9916776664867586,5.968191964285719,False
0.0,-0.875,-0.137,0.9904853366859694,8.20760091145834,False
0.0,-0.875,-0.075,0.9892588424574492,10.810314360119053,False
0.0,-0.875,-0.012,0.9879961459556964,13.776332310267865,False
0.0,-0.875,0.05,0.9866950117390559,17.10565476190477,False
0.0,-0.875,0.113,0.9853529799961881,20.79828171502977,False
0.0,-0.875,0.175,0.9839673334462001,24.85421316964287,False
0.0,-0.875,0.238,0.9825350584465379,29.273449125744058,False
0.0,-0.875,0.3,0.9810527999318268,34.05598958333335,False
0.0,-0.85,-1.2,1.005285536909931,21.946614583333332,False
0.0,-0.85,-1.138,1.0044370411113324,18.140636625744047,False
0.0,-0.85,-1.075,1.0035714656383012,14.697963169642858,False
0.0,-0.85,-1.012,1.0026881315294207,11.618594215029761,False
0.0,-0.85,-0.95,1.0017863179656823,8.902529761904761,False
0.0,-0.85,-0.888,1.0008652582719053,6.549769810267857,False
0.0,-0.85,-0.825,0.9999241352398663,4.560314360119047,False
0.0,-0.85,-0.762,0.9989620776148865,2.9341634114583326,False
0.0,-0.85,-0.7,0.9979781541523158,1.671316964285714,False
0.0,-0.85,-0.638,0.9969713682581816,0.7717750186011901,False
0.0,-0.85,-0.575,0.9959406514662459,0.23553757440476178,False
0.0,-0.85,-0.512,0.9948848560583754,0.06260463169642867,False
0.0,-0.85,-0.45,0.9938027469274389,0.2529761904761909,False
0.0,-0.85,-0.387,0.9926929920465436,0.8066522507440483,False
0.0,-0.85,-0.325,0.9915541519441244,1.7236328125000013,False
0.0,-0.85,-0.262,0.9903846668146926,3.0039178757440497,False
0.0,-0.85,-0.2,0.9891828431056008,4.6475074404761925,False
0.0,-0.85,-0.137,0.9879468365111442,6.6544015066964315,False
0.0,-0.85,-0.075,0.9866746335580509,9.024600074404765,False
0.0,-0.85,-0.012,0.985364028449806,11.758103143601193,False
0.0,-0.85,0.05,0.9840125977441584,14.854910714285719,False
0.0,-0.85,0.113,0.9826176692722537,18.31502278645834,False
0.0,-0.85,0.175,0.9811762848241966,22.138439360119055,False
0.0,-0.85,0.238,0.979685156769783,26.32516043526786,False
0.0,-0.85,0.3,0.9781406161997923,30.87518601190477,False
0.0,-0.825,-1.2,1.003260878866191,25.276227678571434,False
0.0,-0.825,-1.138,1.0023870491464186,21.237734840029766,False
0.0,-0.825,-1.075,1.001495348035101,17.562546502976197,False
0.0,-0.825,-1.012,1.0005850546715458,14.250662667410719,False
0.0,-0.825,-0.95,0.9996554026470718,11.302083333333336,False
0.0,-0.825,-0.888,0.9987055760336728,8.716808500744051,False
0.0,-0.825,-0.825,0.9977347051677337,6.494838169642859,False
0.0,-0.825,-0.762,0.9967418609199942,4.6361723400297645,False
0.0,-0.825,-0.7,0.9957260498683477,3.1408110119047636,False
0.0,-0.825,-0.638,0.9946862075620798,2.008754185267859,False
0.0,-0.825,-0.575,0.9936211915230538,1.240001860119049,False
0.0,-0.825,-0.512,0.9925297732203215,0.8345540364583347,False
0.0,-0.825,-0.45,0.9914106289978507,0.7924107142857156,False
0.0,-0.825,-0.387,0.9902623292135371,1.1135718936011918,False
0.0,-0.825,-0.325,0.9890833272429909,1.7980375744047632,False
0.0,-0.825,-0.262,0.9878719448634884,2.8458077566964297,False
0.0,-0.825,-0.2,0.9866263571800455,4.256882440476192,False
0.0,-0.825,-0.137,0.9853445733188592,6.031261625744049,False
0.0,-0.825,-0.075,0.9840244164537444,8.168945312500002,False
0.0,-0.825,-0.012,0.9826634978852423,10.66993350074405,False
0.0,-0.825,0.05,0.9812591877171774,13.534226190476193,False
0.0,-0.825,0.113,0.9798085806027464,16.76182338169643,False
0.0,-0.825,0.175,0.9783084538640994,20.352725074404766,False
0.0,-0.825,0.238,0.9767552169400098,24.306931268601193,False
0.0,-0.825,0.3,0.975144851420238,28.62444196428572,False
0.0,-0.8,-1.2,1.0011949754476086,29.53590029761904,False
0.0,-0.8,-1.138,1.0002948600436241,25.26489257812499,False
0.0,-0.8,-1.075,0.9993760390576745,21.357189360119037,False
0.0,-0.8,-1.012,0.9984377466754113,17.812790643601183,False
0.0,-0.8,-0.95,0.9974791682427643,14.631696428571422,False
0.0,-0.8,-0.888,0.996499434944872,11.813906715029754,False
0.0,-0.8,-0.825,0.9954976203688833,9.359421502976183,False
0.0,-0.8,-0.762,0.994472733857735,7.268240792410707,False
0.0,-0.8,-0.7,0.9934237148364814,5.540364583333326,False
0.0,-0.8,-0.638,0.9923494259098573,4.175792875744041,False
0.0,-0.8,-0.575,0.9912486448982517,3.1745256696428514,False
0.0,-0.8,-0.512,0.9901200560197329,2.5365629650297565,False
0.0,-0.8,-0.45,0.9889622398766897,2.2619047619047574,False
0.0,-0.8,-0.387,0.9877736615983741,2.350551060267853,False
0.0,-0.8,-0.325,0.9865526580518935,2.8025018601190443,False
0.0,-0.8,-0.262,0.9852974221997676,3.617757161458331,False
0.0,-0.8,-0.2,0.984005986538642,4.796316964285713,False
0.0,-0.8,-0.137,0.9826762005313396,6.33818126860119,False
0.0,-0.8,-0.075,0.9813057091071029,8.243350074404763,False
0.0,-0.8,-0.012,0.9798919231060824,10.51182338169643,False
0.0,-0.8,0.05,0.9784319867197654,13.143601190476192,False
0.0,-0.8,0.113,0.9769227380209401,16.13868350074405,False
0.0,-0.8,0.175,0.975360661866725,19.497070312500004,False
0.0,-0.8,0.238,0.9737418327662352,23.218761625744055,False
0.0,-0.8,0.3,0.9720618473973057,27.303757440476197,False
0.0,-0.775,-1.2,0.9990866659798331,34.72563244047621,False
